A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
2,0.496781541,0.993563083,0.993563083,2.503218459,1.503218459,1.509655376,4,0,2.993563083,3,1.503218459,2.496781541,0,2,33.03218459,18.0386215,1.993563083,943.0257477,0,2
0,0,0,2,3.051605553,1.051605553,1.051605553,4,0.361238874,3.896788893,3.896788893,0.948394447,2,0,1.948394447,35.25802777,12,1.948394447,690.6387611,0,2
0,0,0,2,4,2,2,4,7,2,2,0,2,0,1,40,12,1,684,0,2
1,0,0.840153469,1.159846531,2.840153469,1,2.680306937,4,3.840153469,2.840153469,1.159846531,1,2,0,2.680306937,31.11892572,27.12276243,1.840153469,1919.47954,0,2
1,0,0,2,2,1,1,4,3,2,2,1,2,0,1,37,12,1,1922,0,2
0,0,0,2,2.797275667,1,1.198183778,4,2.396367556,2,2.801816222,0.400908111,0.801816222,0.400908111,2,36.61271355,31.18910267,1,2302.400908,0,2
0.041000466,0,0.041000466,2,1.082000931,1,0.082000931,3.958999534,0,1.917999069,3.876998603,1,1.958999534,0.958999534,2,44.30299208,23.75399721,1.041000466,2301.974988,0,2
0.85453944,1,0.85453944,2,4,1,2.14546056,2.29092112,0.436381679,2.85453944,4,1.14546056,2,0,3,43.60006616,32.50894657,3.563618321,8053.853216,0,2
1.084634533,1,1.1269518,2,4,1,2,2.084634533,0.380855399,3,3.8730482,0.957682733,2,0,2.957682733,41.365241,36,3.915365467,8081.51437,0,2
0.794032376,0,0,0.411935247,4,1.794032376,1.794032376,4,1.647740989,2,3.794032376,0.794032376,2.205967624,0,1.205967624,36.88064753,12,1,890.8835467,0,2
1,0.254152651,0,0,4,2,2,4,0,2.508305302,4,1,2,0,1.254152651,39.72923674,13.52491591,1,886.9833894,0,2
0,0,4,2,2,1,2,4,0,2,2,1,3,0,2,23,12,1,900,0,2
0.971581089,0.971581089,0.113675646,0.056837823,3.943162177,1.971581089,2,4,0,3.943162177,3.943162177,1,2.028418911,0,2,35.63055415,17.82948653,1,884.4547026,0,2
0,0.662424547,0,2,4,1.337575453,1.675150906,3,0,3.662424547,3.324849094,0.675150906,2,0.662424547,2,46.37575453,16.05090543,2,4852.114537,0,2
0.168678872,0.831321128,0,2,3.662642255,1,0.831321128,2.831321128,0.674715489,4,3.831321128,0.168678872,2,1.168678872,2,39.9637803,16.55432955,2,4858.181099,0,2
3,0,2,0,2,2,0,4,9,3,1,1,2,0,1,41,21,1,2580,0,2
1.978805626,0,1.31920375,0.68079625,2.68079625,1.659601875,1.021194374,4,7.298009376,2.659601875,1.340398125,1.340398125,2,0,1.340398125,49.16955499,19.97880563,1.340398125,2586.807962,0,2
1.68814019,0,1.125426794,2,3.125426794,1,2,4,3,2,1.125426794,0.437286603,1,0,1.437286603,30.74914641,14.62371962,1,1126.498293,0,2
0.057965748,0,0.038643832,2,2.038643832,1,2,4,3,2,0.038643832,0.980678084,1,0,1.980678084,32.92271234,17.8840685,1,1130.845425,0,2
0,1,0,2,4,1,3,4,2.272550875,4,2.091173687,0.727449125,1.363724562,0.636275438,1.363724562,31.36566494,40.36469475,2,6266.099905,0,2
0.738987441,0.261012559,0,2,3.261012559,1,3,4,6.91189953,1.783037676,4,0.522025117,1.261012559,0,2,55.60683674,48,1.261012559,6393.813933,0,2
1,0,0.086698446,2,2.913301554,1,2.826603108,3.913301554,8.219713987,1.086698446,3.913301554,0.086698446,1.086698446,0,2,55.96555439,48,1,6428.484576,0,2
1,0,0.021757104,2,2.978242896,1,2.956485791,3.978242896,8.804186062,1.021757104,3.978242896,0.021757104,1.021757104,0,2,58.23850135,48,1,6419.133023,0,2
1,0,0.916414666,2,3.916414666,1,1,4,3.916414666,1.832829332,1.916414666,0,1.916414666,1.832829332,2,21.33434134,42.24168398,1.083585334,3025.817709,0,2
0.210122551,0,3.159509795,2,3.789877449,1,1.789877449,2.420245103,3,1.579754897,1.789877449,0.789877449,2.579754897,0,2,21.05061276,21.47852938,1.210122551,2990.326691,0,2
0,0,0,2,4,1,2.36014984,4,4.760524439,1.31992508,3.040224759,1.36014984,1,0,2,31.48082412,11.75865144,1,1200.879326,0,2
0,0,0,2,4,1,1.450912797,4,1.578194788,1.774543602,1.676369195,0.450912797,1,0,2,26.48002038,19.94178483,1,1204.970892,0,2
2,0.280001121,2.879995517,0.560002242,2,1.719998879,0.560002242,4,1.120004483,2.879995517,2.439997758,1,2,0,1.560002242,36.15999664,19.79998319,2,1342.039992,0,2
2,1,0,2,2,1,2,4,4,0,1,1,2,0,3,34,9,2,1337,0,2
0.604247232,0,1.812741696,0,2.791505536,1.604247232,0.604247232,4,5.812741696,1,1.395752768,0.395752768,1,0,1.604247232,24,8.374516609,1,509.3802842,0,2
2.863840627,0,0.20423906,1.863840627,3.863840627,1.068079687,0.068079687,3.068079687,4.20423906,1.931920313,0.068079687,0,1,0.931920313,2,22.13615937,17.18304376,1,433,0,2
0,0,0,2,2,1,0,4,0,2,2,1,1,0,1,24,12,1,1228,0,2
0.691613621,0,0,1.308386379,2,1,0,4,0,2,1.308386379,1,1.691613621,0,1,23.30838638,20.29936346,1,1240.449045,0,2
3,0,0,2,3,1,0,3,0,2,2,0,1,0,2,21,27,1,2570,0,2
3,0,0,2,3.266083701,1.266083701,0.532167402,3.266083701,0,2.266083701,2.532167402,0.266083701,1.266083701,0,1.733916299,27.91817623,26.2017489,1.266083701,2561.485322,0,2
0.967658395,0,0.967658395,0.967658395,3.032341605,1,2.967658395,4,4,2.967658395,1.032341605,0.967658395,1.967658395,0,2.967658395,29.83829197,29.61190074,2,1917.803361,0,2
0.922716594,0,0.307572198,0.615144396,3.384855604,1,1.384855604,4,4.922716594,2.615144396,2,0.307572198,1,0,2,26.53786099,18,2,1876.4637,0,2
1,0.852580302,3.410321209,2,1.294839396,1,3,2.294839396,4.737098489,1.852580302,0.589678791,0.852580302,1.852580302,0,2.852580302,53.03193788,17.30710912,1,6460.334176,0,2
0.503404513,0.496595487,0,2,3.496595487,1,3,4,5.027236104,2.489786461,4,0.993190974,1.496595487,0,2,52.54425867,48,1.496595487,6373.789384,0,2
0,0.895929734,3.583718937,2,4,1.104070266,2.687789203,3.791859469,6.687789203,2,3.791859469,0.895929734,2,0,2.791859469,38.02266495,34.75115681,1,1978.040703,0,2
0,0.591190898,2.364763593,2,4,1.408809102,1.773572695,3.182381796,5.773572695,2,3.182381796,0.591190898,2,0,2.182381796,32.23262707,31.09429078,1,1981.088091,0,2
1,0,0.949301378,2,3.898602755,1,2,4,8.543712399,0.202794489,1.898602755,0.050698622,1.101397245,0,1.101397245,26.10139724,30,2,4278.428343,0,2
0.351300593,0,1.648699407,2,4,1,2,2.053901779,5.107803558,2.594797628,2,0.648699407,1,0,1.648699407,24.05390178,31.94609822,2,4280.648699,0,2
1.132353184,0.566176592,2.264706369,2,2.698529776,1,1.698529776,3,2.264706369,3.132353184,1.566176592,1.566176592,1.566176592,0,1.566176592,38.13235318,13.69852978,1.566176592,1272.30147,0,2
0.317916419,0,0.317916419,2,1.317916419,1,0.317916419,2.682083581,0,1.682083581,1.317916419,0.682083581,1.635832838,0,1.317916419,33.18500297,12.95374926,1,1270.820836,0,2
0.892440086,0,0,1.107559914,2.446220043,1.446220043,2.446220043,2.338660128,0,2,1.892440086,1.446220043,1.446220043,0,1.446220043,29.69330064,20.67732026,1,963.0596188,0,2
0.866029909,0,0,1.133970091,2.433014955,1.433014955,2.433014955,2.299044864,0,2,1.866029909,1.433014955,1.433014955,0,1.433014955,29.49522432,20.59808973,1,963.4425663,0,2
3,0,3,2,4,2,3,4,6,3,4,2,2,0,2,55,12,2,1555,0,2
3,0,0.762458292,2,1.762458292,2,1.508305528,4,3.762458292,2.254152764,1.762458292,1.254152764,2.745847236,0.745847236,1.254152764,46.04983317,16.47508342,1.254152764,1538.591361,0,2
0.302635205,0,2.789459181,2,3.092094385,1,2.697364795,3.697364795,0,2,2.39472959,0,1,0,2,29.88155357,20.36837754,1,1288.026352,0,2
0,0,4,2,4,1,3,4,0,2,3,0,1,0,2,32,24,1,1285,0,2
1.208755583,0.604377791,2.813133374,2,3.208755583,1,2.604377791,3.395622209,4,3.208755583,2,1.604377791,1.604377791,0,1.604377791,36.23064454,18.56059988,1.604377791,1275.351844,0,2
0.407414925,0.203707463,0.81482985,2,1.611122388,1,0.611122388,3,0.81482985,2.407414925,1.203707463,1.203707463,1.203707463,0,1.203707463,37.40741493,12.61112239,1.203707463,1273.388878,0,2
0,0,0.017261696,2,2.965476607,1,1,4,0.069046785,3.965476607,3.982738304,1,2.017261696,0,2,34.74107455,12,1.982738304,690.7065512,0,2
0,0.392090602,0,1.215818796,2.607909398,1,1.392090602,4,0,2.823728194,2.823728194,1,2,0,2,39.31299662,12,2,693.3525436,0,2
0.231275707,0,0,1.537448585,3.537448585,1,0.693827122,4,2.306172878,3.537448585,2,0.231275707,1,0.462551415,2,24,20.77530849,1.768724293,2130.013168,0,2
0,0.362274574,0,2,2.913176277,1,0.724549149,3.275450851,5.173647447,3.637725426,2.362274574,0.362274574,1.362274574,0,2,24,24.52094234,2,2131.607766,0,2
0.649545026,0,0,2,4,1,0.350454974,3.299090052,3.649545026,2,2.299090052,1,1.299090052,0,1.649545026,29.05136492,41.69181047,1.649545026,3076.821839,0,2
0.653839113,0,0,2,4,1,0.346160887,3.307678226,3.653839113,2,2.307678226,1,1.307678226,0,1.653839113,29.03848266,41.76910403,1.653839113,3076.615723,0,2
0.032968277,1,0.032968277,2,2.065936554,1,2.967031723,2.967031723,6.769222063,3.967031723,2.065936554,1,1.032968277,0,3,25.5604607,36,2.065936554,8065.692334,0,2
0.866386653,1,0.866386653,2,3.732773306,1,2.133613347,2.133613347,0.93529343,3.133613347,3.732773306,1,1.866386653,0,3,39.7285731,36,3.732773306,8083.19412,0,2
0,0,1.742893067,2,3.435723267,1,1.128553466,2.871446534,0,2,2.564276733,0.564276733,0.435723267,0,2,31.20704406,17.2286792,1,1371.564277,0,2
0.181290677,0.181290677,3.274837293,2,4,1,0.362581353,3.818709323,0,2,1.818709323,0.181290677,1,0,1.818709323,25,24,1,1368.099349,0,2
0.922312396,0.077687604,0,2,2.155375207,1,0.077687604,2.077687604,3.689249586,4,3.077687604,0.922312396,2,1.922312396,2,26.39837686,36.9024347,2,4926.008116,0,2
1.290653833,0.145326916,0,1.709346167,2,1,0.290653833,2.145326916,4.726634582,3.709346167,2.564019251,0.854673084,2,1.709346167,2.145326916,26.16261533,40.30794225,1.854673084,4920.065904,0,2
1,0.737711423,0.262288577,0,3.475422845,1.737711423,1.737711423,4,0,3.475422845,3.213134268,1,1.737711423,0,1.737711423,32.59024849,16.42626854,1,871.4101483,0,2
1,0,0.510383319,0.979233362,2.489616681,1.489616681,1.489616681,4,1.958466723,2,2.468850043,1,1.489616681,0,1.489616681,29.85463353,13.46885004,1,819.3530329,0,2
1,0,0,2,4,1,3,4,7,3,4,2,2,0,2,50,48,1,6224,0,2
0.201656771,0.798343229,0,2,4,1,3,4,2.209940624,3.798343229,4,2,2,0,2,46.80662708,48,1.798343229,6309.422726,0,2
0,1,0,0,3,1,3,4,7,4,2,1,2,0,2,27,40,1,5998,0,2
0,0.424459237,0,0.575540763,3.575540763,1,3,4,3.546755423,4,3.151081526,1.575540763,1.424459237,0,1.424459237,44.84176365,44.6043261,1.575540763,6081.453411,0,2
0.362423396,0,0,2,4,1.362423396,2.275153209,3.275153209,7.724846791,1.362423396,4,1.637576604,1,0,2,36.44969358,11.43635093,1,1194.375766,0,2
0.841268169,0,0,2,4,1.841268169,1.317463662,1.841268169,7.57141352,1.841268169,3.365072676,0.841268169,1,0.158731831,1.682536338,37.41268169,21.47619549,1.158731831,1188.793659,0,2
0,1,4,2,3.75315102,1.75315102,1.24684898,1.740546939,1.740546939,2,3.75315102,1.75315102,1.75315102,0,2.24684898,45.81617143,23.92437551,1,7427.811894,0,2
0,0.813744742,3.254978968,2,4,1.813744742,1.186255258,1.186255258,2.490042065,1.813744742,3.813744742,1.627489484,1.813744742,0.372510516,2,48.39242639,23.58765774,1,7543.408415,0,2
0,1,0,2,1.622789778,1,1.792403407,1.792403407,0,2,3.207596593,1,1.584806815,0,2.207596593,28.35952844,31.43287496,1,9210.174198,0.207596593,2
0.546386428,1,0.546386428,2,1,1,2.546386428,3.092772856,1.639159284,2,1.907227144,0.453613572,2,0.546386428,2.546386428,26.73193214,36,1,9141.506417,0,2
1.298033629,0,0,2,1,1,0,2.298033629,0.447050444,0.447050444,1.298033629,0.149016815,1,0,0.298033629,25.40393274,15.44705044,1.850983185,1782.470504,0,2
0.535685681,0,0,1.535685681,1.464314319,1.464314319,0.928628638,2.928628638,1.857257275,0.928628638,0.535685681,0.464314319,1.464314319,0,1.392942957,27.85725728,19.17882887,1.535685681,1798.894144,0,2
0,1,0,2,2.65514123,1,2,3.103427487,0.551713743,3.103427487,3,1,2,0,2,24,36,1.551713743,9468.51352,0,2
0.171100543,1,0,2,3.657798914,1,2,3.486698371,1.342201086,3.657798914,2.657798914,1,1.828899457,0,2,24.34220109,38.05320651,1.828899457,9685.63428,0,2
0.655875462,0.655875462,0.655875462,2,2.688249076,1,2,3,4.344124538,2,1.344124538,0.344124538,2.655875462,0,2,33.01198522,32.25898891,1,3077.890894,0,2
0,0,0,2,4,1,2,3,5,2,2,1,2,0,2,54,48,1,3051,0,2
0,0.591104749,0,2,2.817790502,1.408895251,1.817790502,3.408895251,0,2,2.408895251,1.408895251,1.408895251,0,2,35.95121926,28.49354328,1,3947.550933,0,2
0,0.18075251,0,2,3.63849498,1.81924749,2.63849498,3.81924749,0,2,2.81924749,1.81924749,1.81924749,0,2,42.92720733,42.03516718,1,3936.06107,0,2
0.495986587,0.247993294,0,0.495986587,2.752006706,1,0.495986587,4,4,1.504013413,1.752006706,1,2.752006706,0,2.247993294,27.98394635,15.76806036,1.247993294,1343.016054,0,2
0.16932848,0,0.33865696,0,2.91533576,1.08466424,0,4,3.66134304,2.16932848,2.08466424,1,2.91533576,0,1.91533576,26.93130664,18.50798544,1.08466424,1344.915336,0,2
0.614672883,0.614672883,0,1.229345765,3.229345765,1.385327117,1,2.614672883,1.155981352,2,2.770654235,0.385327117,1.385327117,0,1.385327117,28.09186947,28.62392541,1,2715.688037,0,2
0.330745873,0.330745873,0,0.661491747,2.661491747,1.669254127,1,2.330745873,2.00776238,2,3.338508253,0.669254127,1.669254127,0,1.669254127,34.05433666,32.03104952,1,2713.984475,0,2
0,0.465375862,0,1.069248275,4,1.534624138,1.603872413,2.603872413,0,2.930751725,3.465375862,1.069248275,1.534624138,0,2,39.95011379,34.03872413,1.930751725,3947.288155,0,2
0,1,0,0,4,1,0,1,0,4,4,0,1,0,2,33,18,3,3966,0,2
2.11671904,0,0,1.88328096,2,1.11671904,2,3.76656192,4.583595199,1.76656192,2,1,2,0,2,27.1671904,33.89905728,1.11671904,4204.747643,0,2
1.029672909,0,0,0.343224303,3.313551394,2,2.656775697,2.656775697,5.059345817,0,3.313551394,0.343224303,2,0,2,27.46191594,21.94065418,2,4128.877337,0,2
0,0,4,2,4,1,3,3,1,2,4,2,2,0,2,47,36,1,8335,0,2
0.277204304,0.277204304,2.891182785,2,4,1,3,2.722795696,3.21763443,1.445591392,4,2,1.722795696,0,2.277204304,45.61397848,33.50516127,1.277204304,8330.287527,0,2
0,1,0,2,3,1,2,4,0,2,1,0,1,0,2,23,18,1,1216,0,2
0,0.368761042,0,2,2.368761042,1,0.737522085,4,0,2,1.631238958,0.631238958,1,0,1.368761042,23.63123896,14.21256625,1,1223.574867,0,2
1.965431963,0,0,2,3.017284019,1,0.034568037,2.034568037,4,2,1.017284019,0.982715981,0.982715981,0,1.017284019,25.10370411,15.36296439,1,2326.5679,0,2
1.298936539,0,0,2,3.350531731,1,0.701063461,2.701063461,4,2,1.350531731,0.649468269,0.649468269,0,1.350531731,27.10319038,22.36116634,1,2318.236707,0,2
2.184091624,0,1.456061083,1.456061083,4,1,2,4,2.184091624,1.456061083,2,0.271969459,1.271969459,0,1.271969459,34.16741972,12,1.271969459,1111.849252,0,2
2.987256273,0,1.991504182,1.991504182,4,1,2,4,2.987256273,1.991504182,2,0.004247909,1.004247909,0,1.004247909,29.08071027,12,1.004247909,1122.825836,0,2
0,0.203393176,0,1.796606824,2.406786352,1,1,3.593213648,4.220359056,1.593213648,2.389820472,1,2,0,2,33.2712567,34.16946142,1.203393176,5202.186822,0,2
0.308647336,0.308647336,0,2,2.308647336,1,1.308647336,3.382705328,3,2.617294672,2.691352664,1,1.691352664,0,2.308647336,29.30864734,39.70376803,1,5153.382271,0,2
3,0,0,2,4,1,0,4,6,2,1,1,1,0,2,23,18,1,1943,0,2
3,0,0,2,4,1,0,4,6,2,1,1,1,0,2,23,18,1,1943,0,2
0.51536037,0.82821321,0.687147159,0.34357358,1.51536037,1,1.17178679,2,2.48463963,1.17178679,1.17178679,0.82821321,0.34357358,0,2,57.23322827,22.96927926,1.17178679,6852.931666,0,2
1.926446801,0.357851066,2.568595734,2,3.284297867,1,2,2.357851066,1.431404266,2,2,0.357851066,1.642148934,0,2,54.75951054,28.73553199,1.642148934,6759.926447,0,2
0,0.734494699,0,0.265505301,2.531010603,1,1.468989397,4,1.062021205,1.265505301,1.796515904,1,2,0,1.734494699,48.92055831,12,1.734494699,700.1860636,0,2
0,0.802691681,0,0.197308319,2.394616638,1,1.605383362,4,0.789233275,1.197308319,1.591924956,1,2,0,1.802691681,48.17039151,12,1.802691681,699.3676998,0,2
0,0,0,1.452915626,2.726457813,1,1,3.273542187,2.179373439,4,3.452915626,0.726457813,2.273542187,0.547084374,2,52.61436095,14.1883375,2,2242.991036,0.273542187,2
0.032857416,0,0.032857416,0.065714831,2.032857416,1,1.032857416,3.967142584,0,3.868570337,1.967142584,0.032857416,2.934285169,1.934285169,2,32.83571292,19.93428517,2,2236.412869,0.967142584,2
1.578878357,0,0,2,2.947414429,1.473707214,2.473707214,4,2.105171142,1.526292786,3,1.473707214,2,0,1.526292786,26.73707214,13.26336493,1.473707214,1460.94654,0,2
0.550010195,0,0.550010195,2,3.449989805,1.449989805,3,2.899979609,0,1,3,1.449989805,2,0,1.550010195,30.34996941,13.04990824,1.449989805,1439.249949,0,2
0,1,0,2,2,1,1,3,0,2,2,1,1,0,2,29,15,1,3959,0,2
0.24584351,1,0,2,2,1.24584351,1.24584351,3.24584351,2.212591587,2,2,1,1.24584351,0,2,30.72090457,17.95012212,1,3948.182886,0,2
0.255362432,0.085120811,0,2,1.085120811,1,2.914879189,4,4.425604053,1.170241621,2,1.914879189,0.255362432,0,2,28.91487919,12.51072486,1,2150.702416,0,2
3,0.405694468,0,0.811388937,2,1,0.811388937,2.811388937,5.434166811,2.405694468,2,0.405694468,2.405694468,0,1.405694468,26.21708341,13.24555575,1,2193.366527,0,2
0,0.280280777,0,2,2.560561553,1,1.439438447,2.560561553,3.280280777,2,1.719719223,1,1.719719223,0,2,25.6436501,19.68168466,1,2455.553542,0,2
0,0.333700588,0,2,4,1,0,4,3.333700588,2,2.332598823,0.333700588,1,0,2,27.00440706,27.99779647,1,2417.012119,0,2
3,0,0,0,2,1,0,2,3,2,2,0,2,0,1,25,10,1,2210,0,2
1.625220477,0,0,0.916519682,2.458259841,1,0.458259841,2.458259841,3,2.916519682,2.916519682,0.458259841,2,0,1.458259841,41.03909443,10.91651968,1.458259841,2226.497354,0,2
0,1,0,2,2,1,3,3,0,2,1,2,2,0,3,27,9,1,1422,0,2
0,0.935121228,0,2,2.129757543,1,2.935121228,3.064878772,0,2,1.129757543,1.870242457,1.935121228,0,2.935121228,26.74048491,9.973181575,1.064878772,1423.297575,0,2
0.399158718,0.399158718,0,2,2.399158718,1,2,3,1.197476153,2,2.399158718,1,1.201682565,0,1.399158718,44.20168256,26.40336513,1,4026.357095,0,2
0.841278594,0.841278594,0,2,2.841278594,1,2,3,2.523835783,2,2.841278594,1,0.317442811,0,1.841278594,43.31744281,24.63488562,1,4048.905208,0,2
0,0,0,2,4,1,1,4,7,2,1,1,1,0,2,53,12,1,795,0,2
0.800354909,0,1.600709819,2,3.199645091,1,0.199645091,4,4.598935272,2,1.800354909,1,1.800354909,0,1.199645091,63.40461382,12,1,771.7897076,0,2
0.431425077,0,0.862850155,2,3.431425077,1,2,2.431425077,2.137149845,2,1.568574923,0.568574923,1.568574923,0.568574923,2,35.96004892,20.58855046,1,4135.742997,0,2
0.427825017,0,0,1.857391661,2.857391661,1.142608339,2,2,3.855650035,1.714783322,2,1,2,0.857391661,2,41.14434997,18,1.142608339,4154.7113,0,2
0,1,0,0,4,1,1,2,0,4,4,0,2,2,2,43,16,1,2625,0,2
2.681019568,0.106326811,1.787346379,0,2.212653621,1.893673189,0.106326811,3.787346379,8.043058704,3.106326811,1.318980432,0.893673189,2,0.212653621,1.106326811,41.21265362,20.46836595,1,2584.784706,0,2
1.256801384,0.128400692,0,0,3.743198616,1,2,2.128400692,3.770404153,3.743198616,0.871599308,0.871599308,1.128400692,0,1.256801384,26.02720554,27.08161661,1,4749.867275,0,2
1,0,0,0,4,1,2,2,3,4,1,1,1,0,1,25,24,1,4736,0,2
0,0.257994029,0,2,2,1,0.257994029,2.515988059,5.289970146,1.742005971,2,0.742005971,1.257994029,0,2,25.8059582,19.54796418,1,3182.518173,0,2
0,0.437153439,0,2,2,1,0.437153439,2.874306878,6.185767194,1.562846561,2,0.562846561,1.437153439,0,2,27.06007407,20.62292063,1,3177.32255,0,2
0,0,1,2,1,1,1,1,3,2,0,1,0,0,2,33,24,1,2359,0,2
1.955467079,0,0.022266461,2,2.955467079,1,0.022266461,1.977733539,3.977733539,2,0.977733539,1,0.977733539,0,1.022266461,25.17813168,15.20039815,1,2327.712527,0,2
0,1,0,2,3.625126029,1,0.187436986,1.562310957,3,3.625126029,2.374873971,0,0.374873971,0,3,43.06281507,9.373865741,1,3376.689958,0,2
0,1,0,2,3.745109116,1,0.127445442,1.382336326,3,3.745109116,2.254890884,0,0.254890884,0,3,43.36277279,8.294017956,1,3379.029628,0,2
1.776329456,0,1.184219637,2,2.815780363,1,1,2.407890181,1.631560725,2,1.592109819,0.592109819,1,0,2,24.36843927,10.77632946,1,1377.842196,0,2
0,0,0.410378356,2,4,1,0.897405411,3.102594589,3.589621644,2,1.102594589,0,1,0,2,22.30778377,10.53891883,1,1366.512973,0,2
0,1,0,0.786677602,2.573355203,1,1,3.573355203,6.146710406,2.573355203,1.786677602,1,1.573355203,0,2,34.54638236,33.44013122,1,6883.800164,0,2
0.384764467,1,0.384764467,0.769528934,1.384764467,1.384764467,1,1.615235533,1.845706598,1,0.615235533,1,0.769528934,0,2.384764467,46.91994619,20.53711979,1,6863.535182,0,2
0,0.711664594,0,0.288335406,2.576670813,1,1.423329187,4,1.153341626,1.288335406,1.865006219,1,2,0,1.711664594,49.17168947,12,1.711664594,700.4600249,0,2
0,0.993377321,0,0.013245359,2.006622679,1,1.993377321,4,0,1.019868038,1.019868038,1,2,0,2,45.92715053,12,2,696.9602639,0,2
0.385062977,1,1.15518893,0.614937023,3.229874047,1.614937023,3,2.84481107,2.15518893,2,3,1.614937023,2,0.385062977,2,34.37924428,48,2.614937023,10552.68182,0,2
1.728902895,0.423699035,1.15260193,0.423699035,2.84739807,1.423699035,3,2.84739807,0.423699035,3.15260193,2.423699035,2,2,0,2,41.88150483,48,1.84739807,10199.02884,0,2
0.388942991,0.388942991,2.444228036,2,2,1.611057009,1.388942991,4,1.555771964,1.388942991,1.611057009,1,1.611057009,0,1.388942991,32.99902616,16.33268411,1.611057009,1655.945689,0,2
0.406594702,0.406594702,0,0.813189403,2.593405298,1,2,4,3.406594702,1.406594702,1.593405298,1,1.593405298,0,2,35.05491656,14.34064769,1,1600.57158,0,2
1,0,0.186390011,1.813609989,2.186390011,1,1.372780021,4,3.186390011,2.186390011,1.813609989,1,2,0,1.372780021,35.69526993,15.35502019,1.186390011,1921.44083,0,2
1,0.443700851,0.556299149,1.443700851,3.443700851,1,1.668897447,4,6.218504255,3.443700851,2.331102553,1,1.112598298,0,2.556299149,30.44370085,27.33779489,2,1926.099214,0,2
1.65792267,0.171038665,0.171038665,2,2.171038665,1,0.513115995,3.171038665,4,2,1.828961335,1,1.34207733,0,1,28.85519333,9.513115995,1,741.921304,0,2
2,0,0,2,2,1,0,3,4,2,2,1,1,0,1,28,9,1,745,0,2
1.400383926,1,1.066410716,2,3.066410716,1.533205358,2.533205358,4,3,1.466794642,1.466794642,1.533205358,1.533205358,0,2.466794642,29.06641072,29.60153571,1,3349,0,2
2.087469871,1,0.60835342,2,2.60835342,1.30417671,2.30417671,4,3,1.69582329,1.69582329,1.30417671,1.30417671,0,2.69582329,28.60835342,32.34987948,1,3349,0,2
3,0,0,2,1,2,1,4,3,2,1,1,3,1,1,43,18,1,1533,0,2
1.636711457,0,0,2,1,1.318355729,0.318355729,1.955067186,3.681644271,2,1,0.318355729,3,0.318355729,1.681644271,29.36711457,13.91013437,1,1533.681644,0,2
1.644083954,0,1,2,4,1,2,2,3.322041977,2,2.644083954,0.322041977,1.322041977,0.677958023,2,24.22041977,28.06774814,1.322041977,3498.967556,0,2
2.69256681,0,0.89752227,2,3.79504454,1.10247773,2,2.20495546,3.89752227,2,4,1,2,0,2,32.12725503,25.22973276,1.89752227,3603.066397,0,2
0,0.683233497,0,2,1.95029951,1,1.366466994,2.633533006,7.099400981,3.316766503,2.683233497,0.683233497,1.683233497,0,2,24,30.29820294,2,2138.347903,0,2
0,1,0,2,1,1,2,2,9,3,3,1,2,0,2,24,36,2,2145,0,2
1,0,2,2,4,1,2,3,1,2,1,0,1,0,2,28,24,1,4113,0,2
0.849262877,0,1.698525754,2,3.849262877,1,2,2.849262877,1.301474246,2,1.150737123,0.150737123,1.150737123,0.150737123,2,30.11031972,23.09557726,1,4119.029485,0,2
0.629828443,1,0,1.209942814,3.580114371,1.790057186,2.790057186,4,1.419885629,2,2.370171557,1.790057186,1.790057186,0,2.209942814,36.27074341,45.48068623,2.790057186,10439.13129,0,2
1.767701779,1,1.848447331,0.767701779,2,1,2.61614911,2.151552669,3.61614911,2,1.848447331,1,1.61614911,0.61614911,2.38385089,26.61614911,43.39378933,2,10965.99006,0,2
0,0.014715264,0,1.970569472,2.029430528,1,1.970569472,2.970569472,0,2.029430528,2.029430528,0.985284736,1.985284736,0,1.014715264,44.82341683,27.85284736,1.029430528,4005.411389,0,2
0,0.368899851,0,1.262200299,2.737799701,1,1.262200299,2.262200299,0,2.737799701,2.737799701,0.631100149,1.631100149,0,1.368899851,40.57320179,24.31100149,1.737799701,3991.244006,0,2
2.430179114,0.810059705,1.620119409,0.379880591,2.379880591,1,1.620119409,3.189940295,3.810059705,2,3.810059705,0.810059705,1.810059705,0,2,32.72071645,25.13964177,1.810059705,2398.709463,0,2
3,1,2,0,2,1,2,3,4,2,4,1,2,0,2,35,24,2,2397,0,2
2.489577469,0,0.510422531,2,2.744788735,1,0.255211265,3.255211265,1.020845061,2.510422531,2,0.255211265,1.255211265,0,1.744788735,21.51042253,27,1.255211265,2557.239437,0,2
1.729681745,0,1.270318255,2,2.729681745,1.364840872,1.364840872,4,2.540636511,3.635159128,2.729681745,1,2,0,1,31.75618093,25.90547738,2,2526.567136,0,2
0.520512584,0,0,2,4,1.520512584,1.958974832,1.520512584,4.684613258,1.520512584,2.082050337,0.520512584,1,0.479487416,1.041025168,34.20512584,22.43846225,1.479487416,1190.397437,0,2
0,0,0,2,4,1,3,1.029662954,0.06921356,1,0.039550606,0.019775303,1,0.990112349,0.019775303,29.05932591,23.82202227,1.990112349,1193.049438,0,2
3,0,0,2,4,2,2,4,0,3,4,1,2,0,1,47,24,2,2538,0,2
